Run_accession	datePubli	sraID	BioSample	collection_date	geo_loc_name	lat_lon	list_extra	BioProject	title	abstract	ext_link_db	ext_link_id	ext_link_label	strain	isolate	specie	Isolate_accession_number	Isoniazid	Rifampicin	Ethambutol	Pyrazinamide	Streptomycin	Ciprofloxacin	Moxifloxacin	Ofloxacin	Amikacin	Capreomycin	Kanamycin
SRR2100156	2015-07-22 21:12:15	SRA277626	SAMN03647329	missing	missing	missing	[{'isolate': 'C00008681'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00008681	Mycobacterium tuberculosis	SAMN03647329	R	S	S	S	No result	S	No result	No result	No result	No result	No result
SRR2100157	2015-07-23 13:26:15	SRA277626	SAMN03647330	missing	missing	missing	[{'isolate': 'C00008682'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00008682	Mycobacterium tuberculosis	SAMN03647330	R	S	S	S	No result	S	No result	No result	No result	No result	No result
SRR2100158	2015-07-17 03:41:15	SRA277626	SAMN03647331	missing	missing	missing	[{'isolate': 'C00008683'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00008683	Mycobacterium tuberculosis	SAMN03647331	R	S	S	S	No result	S	No result	No result	No result	No result	No result
SRR2100159	2015-07-17 00:02:19	SRA277626	SAMN03647332	missing	missing	missing	[{'isolate': 'C00008684'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00008684	Mycobacterium tuberculosis	SAMN03647332	R	S	S	S	No result	S	No result	No result	No result	No result	No result
SRR2100160	2015-07-17 00:02:19	SRA277626	SAMN03647333	missing	missing	missing	[{'isolate': 'C00008687'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00008687	Mycobacterium tuberculosis	SAMN03647333	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
SRR2100161	2015-07-23 13:24:15	SRA277626	SAMN03647334	missing	missing	missing	[{'isolate': 'C00008688'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00008688	Mycobacterium tuberculosis	SAMN03647334	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
SRR2100162	2015-07-23 22:37:28	SRA277626	SAMN03647335	missing	missing	missing	[{'isolate': 'C00008689'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00008689	Mycobacterium tuberculosis	SAMN03647335	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
SRR2100163	2015-07-23 13:26:15	SRA277626	SAMN03647336	missing	missing	missing	[{'isolate': 'C00008690'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00008690	Mycobacterium tuberculosis	SAMN03647336	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
SRR2100164	2015-07-17 00:00:00	SRA277626	SAMN03647337	missing	missing	missing	[{'isolate': 'C00008691'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00008691	Mycobacterium tuberculosis	SAMN03647337	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
SRR2100165	2015-07-24 02:34:14	SRA277626	SAMN03647338	missing	missing	missing	[{'isolate': 'C00008692'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00008692	Mycobacterium tuberculosis	SAMN03647338	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
SRR2100166	2015-07-24 05:39:16	SRA277626	SAMN03647339	missing	missing	missing	[{'isolate': 'C00008694'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00008694	Mycobacterium tuberculosis	SAMN03647339	R	S	S	S	No result	S	No result	No result	No result	No result	No result
SRR2100167	2015-07-17 00:02:19	SRA277626	SAMN03647340	missing	missing	missing	[{'isolate': 'C00008695'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00008695	Mycobacterium tuberculosis	SAMN03647340	R	S	S	S	No result	S	No result	No result	No result	No result	No result
SRR2100168	2015-07-24 00:33:25	SRA277626	SAMN03647341	missing	missing	missing	[{'isolate': 'C00008696'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00008696	Mycobacterium tuberculosis	SAMN03647341	R	S	S	S	No result	S	No result	No result	No result	No result	No result
SRR2100169	2015-07-22 22:08:14	SRA277626	SAMN03647342	missing	missing	missing	[{'isolate': 'C00008699'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00008699	Mycobacterium tuberculosis	SAMN03647342	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
SRR2100170	2015-07-23 23:39:15	SRA277626	SAMN03647343	missing	missing	missing	[{'isolate': 'C00008700'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00008700	Mycobacterium tuberculosis	SAMN03647343	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
